"Parent.ID","Extraction...PNNL.Quick.Reference","Date.of.Extraction","Date.of.Sampling","Time.in.Freezer..Days.","DNA.Extraction.Kit.Used","Lab.ID.Used.During.Extraction..label.on.tube..sometimes.different.from.BF...","Owen.s.Notation.for.sequencing","Filter.Portion.Details","Full.filtration.Details","Filter.Used.for.Extraction","Total.volume.filtered.through.whole.filter..L.","X..Of.Whole.Filter.Used","Weight.of.whole.filter","Weight.of.filter.fraction.used..mg.","Filtered.Volume.Used.in.extraction.L.","DNA.Yield..ng.µl.","DNA.Yield..µg.µl.","X260...280","X260...230","Elution.Volume..µl.","Sample.Volume.Used..µl.","Remaining.Volume","Total.µg","Total.ng","ng.normalized.per.ml.of.filtered.volume","Qubit.Kit.used","Actual.Nucleic..Acid.Conc...ng.ul.","Total..Amount...ng.","Total..Amount...µg.","ng.per.mL.of.filtered.volume.2","Date.Shipped.for.Sequencing","Azenta.ID","Sample.Volume","Actual.nucleic.acid.conc...ng.µL.","A260.A280","A260.A230","Actual..Nucleic..Acid..Conc....ng.ul.2","Total..Amount...ng.3","X.Reads","Yield..Mbases.","Mean.quality.score","X..Bases...30","DNA.Yield..ng.µl.4","X260...280.5","X260...2306","Total.nanograms","Post.Extraction.Kit.Used","DNA.ID.s.combined","DNA.Yield..ng.µl.7","DNA.Yield..µg.µl.8","X260...280.9","X260...23010","Elution.Volume..µl..11","Sample.Volume.Used..µl.12","Remaining.Volume.13","Total.µg14","Total.ng15","Qubit.Kit.used16","Actual..Nucleic..Acid..Conc....ng.ul.17","Total..Amount...ng.18","Total..Amount...µg.19","Filter.Used.for.Extraction.Fixed_Name","Experiment.index..Parent.Sample.unique.ids.used.for.DMP.","Subsample.Filter...for.Quick.Reference","Replicate..","Filter.Pore.Size","Filter.Diameter","Filter.material","Filtration.Sequence","Filter.Fraction2","Filtration.Equipment","Person.Filtering","Time.of.Filter.Subsample..Collection..When.filter.is.done.filtering.","Date.filtered","Date.of.Sample.Collection","Time.between.sampling.and.filtration..days.","Sample.Location","Time.of.parent.sample.collection","Sampling.Method...At.initial.time.of.water.collection.","Total.Sample.Volume.Collected..L.","Volume.Filtered.through.individual.filter..L.","Filtrate.kept.","DNA.extracted.","X..of.Filter.destructively.sampled.if.DNA.extracted","Sequenced..x","DNA.Sample.ID.s.","Additional.Notes","Date","Sampling.Time","Year","Month","Day","Hour","Min","Tidal.Stage","Site.Coordinates","Latitude","Longitude","Crew","Sampling.Method","Volume.Collected...L.","Secchi.Depth..m....Secchi.Disk.","Time.of.Secchi.measurement..Sechhi.Disk.","Cloud.Cover..Observation.","Sea.State....Observation.","Wind.speed...Gust..m.s.....Hand.held.Anemometer.","Air.Temp...C....Hand.held.Anemometer.","Water.temperature...C.....YSI.Sensor.","Dissolved.Oxygen..mg.L....YSI.Sensor.","Salinity..ppt....YSI.Sensor.","Turbidity.......YSI.Sensor.","pH...YSI.Sensor.","Chlorophyll........YSI.Sensor.","P.E.........YSI.Sensor.","water_level..m..NAVD88....Sequim.Dock.Data.","temp..degC...Sequim.Dock.Data.","do..mg.L...Sequim.Dock.Data.","salinity..ppt...Sequim.Dock.Data.","airtemp_avg..degC...Sequim.Dock.Data.","baro_pressure..Pa...Sequim.Dock.Data.","rh......Sequim.Dock.Data.","rain..mm...Sequim.Dock.Data.","winddir..deg.from...Sequim.Dock.Data.","windspeed_avg..m.s...Sequim.Dock.Data.","windspeed_max..m.s...Sequim.Dock.Data.","land.par_avg..Sequim.Dock.Data.","underwater.lower_par..Sequim.Dock.Data.","underwater.upper_par..Sequim.Dock.Data.","chlorophyll..Sequim.Dock.Data.","phycoerythrin..ppb...Sequim.Dock.Data.","cdom..ppb...Sequim.Dock.Data.","pco2_water..Sequim.Dock.Data.","pco2_air..Sequim.Dock.Data.","o2_water..Sequim.Dock.Data.","o2_air","pH..Sequim.Dock.Data.","Environment.Notes..observation.","Processing.Notes","X..of.Macro.filters.produced","X..of.Micro.filters.produced","X..of.PIco.filters.produced","X..of.viral.filters.produced","DNA.Extracted.from.Filters.","Sequenced..y","TargetSequencingDepth","Grouping","kappa","C","LR","modelR","LRstar","diversity","No.OfViralCluster","No.OfAssemblies","No.Of10kbupAssemblies","No.OfViralContig","Read.Count","Subset_highest_cyanos","ProSyn_cyanos","Synechococcus","Prochlorococcus","Subset_highest_synphage","Subset_highest_prophage","Subset_highest_phages","Dictyostelium.discoideum","X20241018_cyano_all_genomes","X20241018_pro_all_genomes","X20241018_syn_all_genomes","X20241021_cyanophage_all_genomes","X20241021_proc_phage_all_genomes","X20241021_syn_phage_all_genomes","amoeba_genome_5_all","Subset_highest_cyanos_rpm","ProSyn_cyanos_rpm","Synechococcus_rpm","Prochlorococcus_rpm","Subset_highest_synphage_rpm","Subset_highest_prophage_rpm","Subset_highest_phages_rpm","Dictyostelium.discoideum_rpm","X20241018_cyano_all_genomes_rpm","X20241018_pro_all_genomes_rpm","X20241018_syn_all_genomes_rpm","X20241021_cyanophage_all_genomes_rpm","X20241021_proc_phage_all_genomes_rpm","X20241021_syn_phage_all_genomes_rpm","amoeba_genome_5_all_rpm"
"NW_FE_014","#136",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-081","20241106-PNNL-NRB-Seq136","Micro (> 5µm) MCE Membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-081",3,0.5,NA,NA,1.5,9.7,0.0097,2.03,0.03,100,4,96,0.9312,931.2,620.8,"1X dsDNA HS kit",0.479,45.984,0.045984,30.656,2024-11-25,"SGL19100",96,9.3,1.83,0.03,3.08,295.68,NA,NA,NA,NA,-0.399999999999999,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-081","NW_FE_014","BF-081","R2","5µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Micro (> 5µm)","In-line pump","MPF, JSC, KMJ",12H 50M 0S,2024-07-31,2024-07-31,0,"PNNL-Sequim Floating Dock",12H 0M 0S,"Surface grab",15,3,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq88",NA,2024-07-31,12H 0M 0S,2024,7,31,12,0,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","MPF, KJ","Surface grab",15,5,12H 0M 0S,"overcast","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083453417,12.75940037,7.342000008,31.45840073,14.22999954,1017,96.40000153,0,9.539999962,0,0,0,3066,7999,14.38689995,0.93720001,0.819000006,542.5183,427.9448367,20.03580533,21.13724067,7.893584333,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -5-PNNL Dock-45504-0.5-Qiagen Dneasy PowerSoil ProKit-10",0.63695,0.662108019,5597234550,0.998967742,1.48245e+11,20.93425322,802,675558,4214,966,63439676,112301,62216,56117,6099,79,253,384,2368,231211,52796,141745,21518,16853,52889,94402,1770.2013484432,980.71118774314,884.572613517131,96.1385742260096,1.24527748218638,3.98804054421716,6.05299434379205,37.3267984533843,3644.58040422527,832.223670246992,2234.32730015834,339.188365337805,265.653941864394,833.689629814629,1488.05930219442
"NW_FE_014","#137",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-082","20241106-PNNL-NRB-Seq137","Micro (> 5µm) MCE Membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-082",3,0.5,NA,NA,1.5,11.1,0.0111,2.04,0.04,100,4,96,1.0656,1065.6,710.4,"1X dsDNA HS kit",4.53,434.88,0.43488,289.92,2024-11-25,"SGL19101",101,9.7,1.88,0.03,3.65,368.65,NA,NA,NA,NA,-1.4,-0.16,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-082","NW_FE_014","BF-082","R3","5µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Micro (> 5µm)","In-line pump","MPF, JSC, KMJ",13H 15M 0S,2024-07-31,2024-07-31,0,"PNNL-Sequim Floating Dock",12H 0M 0S,"Surface grab",15,3,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq89",NA,2024-07-31,12H 0M 0S,2024,7,31,12,0,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","MPF, KJ","Surface grab",15,5,12H 0M 0S,"overcast","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083453417,12.75940037,7.342000008,31.45840073,14.22999954,1017,96.40000153,0,9.539999962,0,0,0,3066,7999,14.38689995,0.93720001,0.819000006,542.5183,427.9448367,20.03580533,21.13724067,7.893584333,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -5-PNNL Dock-45504-0.5-Qiagen Dneasy PowerSoil ProKit-10",0.6238,0.649601396,5119189050,0.998916371,1.48961e+11,20.97207178,708,657103,3920,865,57823428,98069,52390,47040,5350,59,0,306,2303,192196,46056,119129,17832,13348,44020,83872,1696.00806095412,906.034142424071,813.511091040815,92.5230513832559,1.02034766946021,0,5.29197265855632,39.8281471655399,3323.84306236566,796.493767197614,2060.22029686652,308.387112573125,230.84068969415,761.283125587089,1450.48474123672
"NW_FE_014","#138",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-083","20241106-PNNL-NRB-Seq138","Micro (> 5µm) MCE Membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-083",3,0.5,NA,NA,1.5,8.4,0.0084,1.9,0.07,100,4,96,0.8064,806.4,537.6,"1X dsDNA HS kit",3.27,313.92,0.31392,209.28,2024-11-25,"SGL19102",102,5.9,1.62,0.04,2.04,208.08,NA,NA,NA,NA,-2.5,-0.28,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-083","NW_FE_014","BF-083","R4","5µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Micro (> 5µm)","In-line pump","MPF, JSC, KMJ",13H 46M 0S,2024-07-31,2024-07-31,0,"PNNL-Sequim Floating Dock",12H 0M 0S,"Surface grab",15,3,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq90",NA,2024-07-31,12H 0M 0S,2024,7,31,12,0,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","MPF, KJ","Surface grab",15,5,12H 0M 0S,"overcast","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083453417,12.75940037,7.342000008,31.45840073,14.22999954,1017,96.40000153,0,9.539999962,0,0,0,3066,7999,14.38689995,0.93720001,0.819000006,542.5183,427.9448367,20.03580533,21.13724067,7.893584333,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -5-PNNL Dock-45504-0.5-Qiagen Dneasy PowerSoil ProKit-10",0.62845,0.654026454,5406547500,0.999118176,1.5765e+11,20.97963898,660,708153,4062,807,61278090,113376,65756,60229,5527,92,0,286,2291,247100,57839,155188,19638,14615,48787,126420,1850.18821572278,1073.0752215025,982.879851509732,90.1953699927658,1.50135227778803,0,4.66724729834105,37.3869355262215,4032.43638958068,943.877330380239,2532.52018788445,320.473435121754,238.502864563827,796.157321483095,2063.05385823873
"NW_FE_015","#139",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-084","20241106-PNNL-NRB-Seq139","Micro (> 5µm) MCE Membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-084",1,0.5,NA,NA,0.5,11.2,0.0112,1.97,0.02,100,4,96,1.0752,1075.2,2150.4,"1X dsDNA HS kit",4.72,453.12,0.45312,906.24,2024-11-25,"SGL19103",105,10.6,1.89,0.02,3,315,NA,NA,NA,NA,-0.6,-0.0800000000000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-084","NW_FE_015","BF-084","R1","5µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Micro (> 5µm)","In-line pump","SCT, CTS",13H 46M 0S,2024-07-31,2024-07-31,0,"John Wayne Marina",11H 52M 0S,"Surface grab",18,1,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq91",NA,2024-07-31,11H 52M 0S,2024,7,31,11,52,"Flood","48°03'41""N 123°02'20""W","48.061444000000002","-123.0390257","NRB, CTS, SCT","Surface grab",18,NA,NA,"fully overcast","calm, cats paws, minor ripples",NA,NA,"16.100000000000001","13.42","31.61","1.1000000000000001","8.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -5-John Wayne Marina-45504-0.494444444444444-Qiagen Dneasy PowerSoil ProKit-10",0.50141,0.532035398,5267928450,0.999388479,5.89528e+11,21.80448894,583,738370,2073,747,59923086,84855,18718,12909,5809,61,0,255,2035,135043,28218,38624,6793,5170,13049,47421,1416.06525404917,312.367090039388,215.426154787823,96.9409352515656,1.01797160446643,0,4.25545506785148,33.9602002473638,2253.6055636387,470.903651390718,644.559594277237,113.361985395745,86.2772654933025,217.762483060368,791.364450088569
"NW_FE_015","#140",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-085","20241106-PNNL-NRB-Seq140","Micro (> 5µm) MCE Membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-085",1,0.5,NA,NA,0.5,8.8,0.0088,1.95,0.04,100,4,96,0.8448,844.8,1689.6,"1X dsDNA HS kit",4.43,425.28,0.42528,850.56,2024-11-25,"SGL19104",103,7.8,1.7,0.03,3.25,334.75,NA,NA,NA,NA,-1,-0.25,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-085","NW_FE_015","BF-085","R2","5µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Micro (> 5µm)","In-line pump","SCT, CTS",13H 35M 0S,2024-07-31,2024-07-31,0,"John Wayne Marina",11H 52M 0S,"Surface grab",18,1,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq92",NA,2024-07-31,11H 52M 0S,2024,7,31,11,52,"Flood","48°03'41""N 123°02'20""W","48.061444000000002","-123.0390257","NRB, CTS, SCT","Surface grab",18,NA,NA,"fully overcast","calm, cats paws, minor ripples",NA,NA,"16.100000000000001","13.42","31.61","1.1000000000000001","8.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -5-John Wayne Marina-45504-0.494444444444444-Qiagen Dneasy PowerSoil ProKit-10",0.55333,0.582179391,6280858200,0.999254951,6.37185e+11,21.50667218,758,774566,2617,905,70618678,93359,21164,14179,6985,88,208,299,2409,143833,35196,45055,9009,6401,17861,56222,1322.01568542532,299.694083766337,200.782574830982,98.9115089353556,1.24612924642968,2.94539640065196,4.2340073259372,34.1127881210124,2036.75577161045,498.395056333397,638.004013612376,127.572481603238,90.6417421181405,252.921755346369,796.134982872378
"NW_FE_015","#141",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-086","20241106-PNNL-NRB-Seq141","Micro (> 5µm) MCE Membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-086",1.5,0.5,NA,NA,0.75,15,0.015,1.89,0.06,100,4,96,1.44,1440,1920,"1X dsDNA HS kit",6.08,583.68,0.58368,778.24,2024-11-19,"SGL18446",84,NA,NA,NA,8.34,700.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-086","NW_FE_015","BF-086","R3","5µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Micro (> 5µm)","In-line pump","SCT, CTS",14H 0M 0S,2024-07-31,2024-07-31,0,"John Wayne Marina",11H 52M 0S,"Surface grab",18,1.5,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq93",NA,2024-07-31,11H 52M 0S,2024,7,31,11,52,"Flood","48°03'41""N 123°02'20""W","48.061444000000002","-123.0390257","NRB, CTS, SCT","Surface grab",18,NA,NA,"fully overcast","calm, cats paws, minor ripples",NA,NA,"16.100000000000001","13.42","31.61","1.1000000000000001","8.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -5-John Wayne Marina-45504-0.494444444444444-Qiagen Dneasy PowerSoil ProKit-10",0.50985,0.540215917,6265093650,0.999211716,7.13326e+11,21.86846087,703,885214,2539,855,71701684,101864,21981,14916,7065,63,374,287,2510,173074,38122,48643,9285,6997,17659,65086,1420.66398328943,306.56183751556,208.028586887862,98.5332506276979,0.878640451457179,5.21605601341246,4.00269538997159,35.0061513199606,2413.8066269127,531.675099848422,678.408055241771,129.494866536189,97.5848768070775,246.284313210831,907.733213072095
"NW_FE_014","#142",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-090","20241106-PNNL-NRB-Seq142","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-090",2,0.5,NA,NA,1,11.4,0.0114,1.97,0.06,100,4,96,1.0944,1094.4,1094.4,"1X dsDNA HS kit",6.84,656.64,0.65664,656.64,2024-11-19,"SGL18447",84,NA,NA,NA,5.16,433.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-090","NW_FE_014","BF-090","R1","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF, JSC",14H 53M 0S,2024-07-31,2024-07-31,0,"PNNL-Sequim Floating Dock",12H 0M 0S,"Surface grab",15,2,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq96",NA,2024-07-31,12H 0M 0S,2024,7,31,12,0,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","MPF, KJ","Surface grab",15,5,12H 0M 0S,"overcast","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083453417,12.75940037,7.342000008,31.45840073,14.22999954,1017,96.40000153,0,9.539999962,0,0,0,3066,7999,14.38689995,0.93720001,0.819000006,542.5183,427.9448367,20.03580533,21.13724067,7.893584333,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -0.2-PNNL Dock-45504-0.5-Qiagen Dneasy PowerSoil ProKit-10",0.77219,0.789526048,6284719950,0.999252971,43978189908,20.10432029,840,849011,4685,982,71677280,101557,47679,40301,7378,84,0,204,2855,157625,46105,100629,13042,9685,35952,7458,1416.86459084385,665.189862115303,562.256268653052,102.933593462252,1.17191947015847,0,2.84609014181342,39.831310563124,2199.0929343301,643.230323472096,1403.91767098305,181.954449164366,135.119524624818,501.581533227823,104.049707243355
"NW_FE_014","#143",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-091","20241106-PNNL-NRB-Seq143","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-091",2,0.5,NA,NA,1,15.1,0.0151,1.83,0.41,100,4,96,1.4496,1449.6,1449.6,"1X dsDNA HS kit",7.91,759.36,0.75936,759.36,2024-11-19,"SGL18448",84,NA,NA,NA,7.1,596.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-091","NW_FE_014","BF-091","R2","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF, JSC",15H 0M 0S,2024-07-31,2024-07-31,0,"PNNL-Sequim Floating Dock",12H 0M 0S,"Surface grab",15,2,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq97",NA,2024-07-31,12H 0M 0S,2024,7,31,12,0,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","MPF, KJ","Surface grab",15,5,12H 0M 0S,"overcast","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083453417,12.75940037,7.342000008,31.45840073,14.22999954,1017,96.40000153,0,9.539999962,0,0,0,3066,7999,14.38689995,0.93720001,0.819000006,542.5183,427.9448367,20.03580533,21.13724067,7.893584333,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -0.2-PNNL Dock-45504-0.5-Qiagen Dneasy PowerSoil ProKit-10",0.77474,0.791909047,6223438200,0.999461262,41396299766,20.11243249,950,862814,4743,1116,70995036,95855,41660,34451,7209,103,0,246,2926,138947,42699,86311,14171,10445,40569,6761,1350.16481997417,586.801589902708,485.259279254397,101.542310648311,1.45080565914496,0,3.46503099174427,41.2141491131859,1957.13683418655,601.436415920685,1215.73288588797,199.605504813041,147.122962230768,571.434318309241,95.2320103056219
"NW_FE_014","#144",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-092","20241106-PNNL-NRB-Seq144","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-092",2,0.5,NA,NA,1,7.7,0.0077,1.94,0.03,100,4,96,0.7392,739.2,739.2,"1X dsDNA HS kit",1.88,180.48,0.18048,180.48,NA,"SGL19105",103,5.7,1.94,0.02,1.42,146.26,NA,NA,NA,NA,-2,0,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-092","NW_FE_014","BF-092","R3","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF, JSC",15H 50M 0S,2024-07-31,2024-07-31,0,"PNNL-Sequim Floating Dock",12H 0M 0S,"Surface grab",15,2,NA,"Yes",1,"Yes","20240806-PNNL-MPF-Seq98",NA,2024-07-31,12H 0M 0S,2024,7,31,12,0,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","MPF, KJ","Surface grab",15,5,12H 0M 0S,"overcast","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083453417,12.75940037,7.342000008,31.45840073,14.22999954,1017,96.40000153,0,9.539999962,0,0,0,3066,7999,14.38689995,0.93720001,0.819000006,542.5183,427.9448367,20.03580533,21.13724067,7.893584333,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -0.2-PNNL Dock-45504-0.5-Qiagen Dneasy PowerSoil ProKit-10",0.77398,0.791198891,5135566200,0.99947408,34593120905,19.93909325,424,665905,3969,517,58519028,70001,27174,21231,5943,36,0,137,2295,123149,46662,64989,9403,6736,24211,5356,1196.20920566213,464.361779898326,362.805069147765,101.556710750561,0.615184517418847,0,2.34111885795506,39.2180129854515,2104.42661487816,797.381665327729,1110.56185007037,160.682778258039,115.107858592593,413.728676422992,91.5257854248707
"NW_FE_014","#145",2024-11-06,2024-07-31,98,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-093","20241106-PNNL-NRB-Seq145","Pico (> 0.22µm ) MCE membrane","20µm (47mm nylon) -> 5µm (47mm MCE) -> 0.2µm (47mm MCE) serial filtration","BF-093",2,0.5,NA,NA,1,5.1,0.0051,1.9,0.04,100,4,96,0.4896,489.6,489.6,"1X dsDNA HS kit",0.913,87.648,0.087648,87.648,NA,"SGL19106",104,2.6,2.21,0.02,0.65,67.6,NA,NA,NA,NA,-2.5,0.31,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-093","NW_FE_014","BF-093","R4","0.2µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Pico (> 0.22µm )","Single flask","MPF, JSC",15H 50M 0S,2024-07-31,2024-07-31,0,"PNNL-Sequim Floating Dock",12H 0M 0S,"Surface grab",15,2,NA,"Yes",1,"Yes","20240807-PNNL-MPF-Seq101",NA,2024-07-31,12H 0M 0S,2024,7,31,12,0,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","MPF, KJ","Surface grab",15,5,12H 0M 0S,"overcast","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083453417,12.75940037,7.342000008,31.45840073,14.22999954,1017,96.40000153,0,9.539999962,0,0,0,3066,7999,14.38689995,0.93720001,0.819000006,542.5183,427.9448367,20.03580533,21.13724067,7.893584333,NA,NA,NA,NA,NA,NA,NA,NA,10,"Surface grab -0.5-In-line pump-MCE Membrane -0.2-PNNL Dock-45504-0.5-Qiagen Dneasy PowerSoil ProKit-10",0.77799,0.794945228,5103755250,0.998744555,42163200729,19.7796884,284,633692,3715,348,57475822,73104,31654,26213,5441,34,228,213,1927,163438,59910,94802,10583,6406,24226,6997,1271.90873407604,550.735925099079,456.070032369437,94.665892729642,0.591553088183758,3.96688541487932,3.70590611126884,33.5271412038265,2843.59569489933,1042.35133862026,1649.42399605873,184.129598007315,111.455561261916,421.498973951169,121.738145824169
"NW_FE_025","#146",2024-11-06,2024-10-29,8,"Qiagen Dneasy PowerSoil ProKit Ref. 47014 Lot. 04053228032601","BF-193","20241106-PNNL-NRB-Seq146","Micro (> 5µm) MCE Membrane","20µm (47mm nylon) -> 5µm (90mm nylon) -> 0.2µm (75mm aPES filter Cup) serial filtration","BF-193",2,1,NA,NA,2,11.1,0.0111,1.59,0.1,100,4,96,1.0656,1065.6,532.8,"1X dsDNA HS kit",0.19,18.24,0.01824,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.1,-1.59,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"BF-193","NW_FE_025","BF-193","R2","5µm",NA,"MCE","20 -> 5 -> 0.2µm serial filtration","Micro (> 5µm)","In-line pump","JC, SCT",10H 25M 0S,2024-10-29,2024-10-29,0,"PNNL-Sequim Floating Dock",9H 18M 0S,"Surface grab",63,2,NA,"Yes",1,"No","20241106-PNNL-NRB-Seq146",NA,2024-10-29,9H 18M 0S,2024,10,29,9,18,"Flood","48°04'45""N 123°02'42""W","48.079415599999997","-123.045142720936","JC, SCT","Surface grab",60,7.5,9H 21M 0S,"mostly sunny","calm",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.408433437,9.660699844,5.46999979,31.93670082,8.050000191,1017.666992,90.19999695,0,176.3000031,0.083999999,0.833000004,0,0,0,0.181500003,-0.042599998,0.090999998,949.75289,437.9980333,17.82908067,21.41684033,-9999,"Calm water, high visibility in water. Cold morning, recent drops in termperature, may lead to decreased biomass.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
